Region,Asset Type, Site Name , Owner , Technology Type , Fuel Type , DUID ,Number of Units,Lower Nameplate Capacity (MW),Upper Nameplate Capacity (MW),Aggregated Lower Nameplate Capacity (MW),Aggregated Upper Nameplate Capacity (MW),Nameplate Capacity (MW),Storage Capacity (MWh),Unit Status,Dispatch Type,Full Commercial Use Date,Expected Closure Year,Closure Date,Status Bucket Summary,Fuel Bucket Summary,SurveyId, AEMO KCI Id , Survey Last Requested ,Survey Version DateTime
 SA1 ,Existing Plant,Morgan To Whyalla Pipeline No 4 PS,South Australian Water Corporation, Solar PV - Single axis tracking ,Solar - Solar,MWPS4PV1,2,,2.94,,5.88,5.88,, In Service ,SS,Aug-22,2041,,Existing less Announced Withdrawal, Solar ,1852,,Feb-24,18/03/2024
 VIC1 ,Project,Mornington BESS,Mornington BESS Project Pty Ltd as Trustee of Mornington BESS Project Trust, Storage - Battery ,Other - Other,,1,,240,,240,240,480, Publicly Announced ,S,Jul-26,2045,,Proposed, Battery Storage ,1945,,May-24,13/03/2024
 VIC1 ,Existing Plant,Mornington Waste Disposal Facility,LMS Energy Pty Ltd, Reciprocating Engine - Spark ignition ,Other - Other,MORNW,1,0.77,0.79,0.77,0.79,0.79,, In Service ,NS,,2042,,Existing less Announced Withdrawal, Other ,1137,,Sep-22,30/09/2022
 VIC1 ,Existing Plant,Mortlake,Origin Energy Power Limited, Turbine - OCGT ,Fossil - Natural Gas Pipeline,MORTLK11,1,,292,,292,292,, In Service ,S,,2047,,Existing less Announced Withdrawal, OCGT ,1139,,Feb-24,11/03/2024
 VIC1 ,Existing Plant,Mortlake,Origin Energy Power Limited, Turbine - OCGT ,Fossil - Natural Gas Pipeline,MORTLK12,1,,292,,292,292,, In Service ,S,,2047,,Existing less Announced Withdrawal, OCGT ,1139,,Feb-24,11/03/2024
 VIC1 ,Project,Mortlake,Origin Energy Power Limited, Turbine - OCGT ,Fossil - Natural Gas,,4,50,50,200,200,200,, Publicly Announced ,S,,,,Proposed, OCGT ,1139,,Feb-24,11/03/2024
 VIC1 ,Project,Mortlake Battery,BORAL, Storage - Battery ,Other - Other,,1,,300,,300,300,600, Anticipated ,S,Mar-27,,,Anticipated, Battery Storage ,1882,V00018,May-24,4/06/2024
 VIC1 ,Project,Mortlake Energy Hub,brightnightpower_NR, Solar PV - Single axis tracking ,Solar - Solar,,76,,4.39,,333.64,333.64,, Publicly Announced ,SS,Feb-27,,,Proposed, Solar ,2022,V00077,May-24,30/05/2024
 VIC1 ,Project,Mortlake Energy Hub,brightnightpower_NR, Storage - Battery ,Solar - Solar,,72,,4.39,,316.08,316.08,1200, Publicly Announced ,S,Feb-27,,,Proposed, Battery Storage ,2022,V00077,May-24,30/05/2024
 VIC1 ,Existing Plant,Mortlake South Wind Farm,Mortlake South Wind Farm Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,MRTLSWF1,35,4.5,4.5,157.5,157.5,157.5,, In Service ,SS,May-23,2047,,Existing less Announced Withdrawal, Wind ,1138,,May-24,28/05/2024
 VIC1 ,Existing Plant,Mortons Lane Wind Farm,Mortons Lane Windfarm Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,MLWF1,13,1.5,1.5,19.5,19.5,19.5,0, In Service ,NS,,,,Existing less Announced Withdrawal, Wind ,1331,,Feb-24,8/09/2023
 NSW1 ,Project,Morundah Battery Storage,Photon Energy Engineering Australia Pty Ltd., Storage - Battery ,Solar - Solar,,10,30,30,300,300,300,300, Publicly Announced ,S,,,,Proposed, Battery Storage ,2588,N00137,Jan-24,
 NSW1 ,Project,Morundah Solar Power Plant (Thermal),Photon Energy Engineering Australia Pty Ltd., Solar Thermal - Central collector ,Solar - Solar,,300,2,2,600,600,600,, Publicly Announced ,SS,,,,Proposed, Solar ,2587,N00137,May-24,
 VIC1 ,Project,Morwell BESS,ACE Power Development 2 Pty Ltd, Storage - Battery ,Other - Other,,218,3.6,3.6,784.8,784.8,784.8,4000, Publicly Announced ,S,,2057,,Proposed, Battery Storage ,2654,V00137,May-24,3/06/2024
 QLD1 ,Existing Plant,Mount Emerald,Ratch Australia, Wind Turbine - Onshore ,Wind - Wind,MEWF1,53,3.41,3.41,180.52,180.52,180.52,, In Service ,SS,Oct-18,2043,,Existing less Announced Withdrawal, Wind ,1258,,Feb-24,11/03/2024
 VIC1 ,Project,Mount Fyans,Woolnorth Wind Farm Holding, Wind Turbine - Onshore ,Wind - Wind,,85,4,5.4,340,459, 340.00 - 459.00 ,, Publicly Announced ,SS,,,,Proposed, Wind ,1500,V00103,May-23,18/03/2024
 VIC1 ,Project,Mount Fyans Wind Farm 2.0,Woolnorth Wing Farm Holding Pty Ltd, Storage - Battery ,Other - Other,,1,750,750,750,750,750,, Publicly Announced ,S,,,,Proposed, Wind ,2655,V00138,,
 QLD1 ,Project,Mount Hopeful Wind Farm,Neoen Australia Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,,1, -   ,370, -   ,370,370,, Publicly Announced ,SS,Dec-26,2050,,Proposed, Wind ,2405,,May-24,29/05/2024
 NSW1 ,Existing Plant,Mount Majura,Mount Majura Solar Holdings Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar,,1,2.3,2.3,2.3,2.3,2.3,, In Service ,NS,,2041,,Existing less Announced Withdrawal, Solar ,1448,,Sep-22,18/03/2024
 QLD1 ,Existing Plant,Mount Sheridan Plaza,TBA, Solar PV - Fixed ,Solar - Solar,,1,,0.3,,0.3,0.3,, In Service ,NS,,,,Existing less Announced Withdrawal, Solar ,2093,,,
 QLD1 ,Project,Mount Tom BESS,Samsung C&T Renewable Energy Australia Pty Ltd, Storage - Battery ,Other - Other,,1,500,500,500,500,500,0, Publicly Announced ,S,,,,Proposed, Battery Storage ,2670,Q00139,,
 QLD1 ,Project,Mount Tom Solar Farm,Samsung C&T Renewable Energy Australia Pty Ltd, Solar PV - Fixed ,Solar - Solar,,1,500,500,500,500,500,, Publicly Announced ,SS,,,,Proposed, Solar ,2669,Q00139,,
 QLD1 ,Project,Mount Walsh Wind Farm (Mainstream),Mainstream, Wind Turbine - Onshore ,Wind - Wind,,1,600,600,600,600,600,, Publicly Announced ,SS,,,,Proposed, Wind ,2620,Q00103,Jan-24,
 VIC1 ,Existing Plant,Mount Waverley Mini Hydro,TBA, Hydro - Dam ,Hydro - Water,,1,,0.36,,0.36,0.36,, In Service ,NS,,,,Existing less Announced Withdrawal, Water ,2094,,,
 QLD1 ,Existing Plant,Moura Solar Farm,Moura Solar Farm SPV Pty Ltd as the Trustee for Moura Solar Farm Unit Trust, Solar PV - Single axis tracking ,Solar - Solar,MOUSF1,36,,2.75,,99,99,, In Service ,SS,Apr-23,2057,,Existing less Announced Withdrawal, Solar ,1880,,Feb-24,5/03/2024
 QLD1 ,Project,Mt Challenger BESS,Tetris Energy, Storage - Battery ,Other - Other,,1,20,20,20,20,20,0, Publicly Announced ,S,,,,Proposed, Battery Storage ,2507,,Jan-24,
 QLD1 ,Project,Mt Challenger Solar Farm,Tetris Energy, Solar PV - Fixed ,Solar - Solar,,1,20,20,20,20,20,, Publicly Announced ,SS,,,,Proposed, Solar ,2506,,Jan-24,
 QLD1 ,Project,Mt Challenger Wind Farm,Tetris Energy, Wind Turbine - Onshore ,Wind - Wind,,1,40,40,40,40,40,, Publicly Announced ,SS,,,,Proposed, Wind ,2505,,Jan-24,
 QLD1 ,Project,Mt Cotton Biomass Cogeneration Power Station,Darwalla Milling Co Pty Ltd, Turbine - Steam Sub Critical ,Other - Other,,1,7.6,7.6,7.6,7.6,7.6,, Publicly Announced ,S,,,,Proposed, Gas other ,1310,,Sep-23,
 VIC1 ,Project,Mt Doran BESS,Iberdrola Australia Development Pty Ltd, Storage - Battery ,Other - Other,,1,200,200,200,200,200,400, Publicly Announced ,S,,,,Proposed, Battery Storage ,2610,V00111,Jan-24,13/12/2023
 QLD1 ,Project,Mt Fox BESS - ARENA, Mount Fox BESS Pty Ltd, Storage - Battery ,Other - Other,,1,300,300,300,300,300,600, Anticipated ,S,Nov-26,,,Anticipated, Battery Storage ,2322,,May-24,7/06/2024
 QLD1 ,Project,Mt Fox Wind Farm, Mount Fox Energy Park Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,,47,6.2,6.2,291.4,291.4,291.4,, Publicly Announced ,SS,,,,Proposed, Wind ,2272,Q00008,Sep-23,12/12/2023
 VIC1 ,Existing Plant,Mt Gellibrand Wind Farm,ACCIONA Energy, Wind Turbine - Onshore ,Wind - Wind,MTGELWF1,44,,3.15,,138.6,138.6,, In Service ,SS,Jul-18,2043,,Existing less Announced Withdrawal, Wind ,1141,,Feb-24,23/02/2024
 VIC1 ,Project,Mt Mercer BESS,Foresight Australia, Storage - Battery ,Other - Other,,1,,80,,80,80,0, Publicly Announced ,S,,,,Proposed, Battery Storage ,2768,V00157,,
 VIC1 ,Existing Plant,Mt Mercer Wind Farm,Mt Mercer Windfarm Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,MERCER01,64,,2.05,,131.2,131.2,, In Service ,SS,,2043,,Existing less Announced Withdrawal, Wind ,1142,,Feb-24,26/02/2024
 SA1 ,Existing Plant,Mt Millar Wind Farm,MT MILLAR WIND FARM PTY LTD, Wind Turbine - Onshore ,Wind - Wind,MTMILLAR,35,,2.07,,72.28,72.28,, In Service ,NS,,2035,,Existing less Announced Withdrawal, Wind ,1143,,Feb-24,26/02/2024
 NSW1 ,Existing Plant,Mt Piper,EnergyAustralia NSW Pty Ltd, Turbine - Steam Sub Critical ,Fossil - Black Coal,MP1,1,,730,,730,730,, In Service ,S,,2040,,Existing less Announced Withdrawal, Coal ,1144,,May-24,31/05/2024
 NSW1 ,Existing Plant,Mt Piper,EnergyAustralia NSW Pty Ltd, Turbine - Steam Sub Critical ,Fossil - Black Coal,MP2,1,,660,,660,660,, In Service ,S,Jul-27,2040,,Existing less Announced Withdrawal, Coal ,1144,,May-24,31/05/2024
 NSW1 ,Project,Mt Piper BESS,Energy Australia Development Pty Ltd, Storage - Battery ,Other - Other,,102,4.9,4.9,499.8,499.8,499.8,2000, Publicly Announced ,S,,,,Proposed, Battery Storage ,2411,N00113,May-23,6/03/2024
 QLD1 ,Project,Mt Rawdon Pumped Hydro Energy Storage Project - KCI, Mount Rawdon trust , Storage - Pumped hydro ,Hydro - Water,,6,340,340,"2,040.00","2,040.00","2,040.00",20000, Publicly Announced ,S,,2100,,Proposed, Water ,2274,Q00015,Jan-24,5/06/2024
 QLD1 ,Existing Plant,Mt Stuart,Origin Energy Mt Stuart, Turbine - OCGT ,Fossil - Diesel,MSTUART1,1,,146,,146,146,, In Service ,S,,2033,,Existing less Announced Withdrawal, OCGT ,1145,,Feb-24,11/03/2024
 QLD1 ,Existing Plant,Mt Stuart,Origin Energy Mt Stuart, Turbine - OCGT ,Fossil - Diesel,MSTUART2,1,,146,,146,146,, In Service ,S,,2033,,Existing less Announced Withdrawal, OCGT ,1145,,Feb-24,11/03/2024
 QLD1 ,Existing Plant,Mt Stuart,Origin Energy Mt Stuart, Turbine - OCGT ,Fossil - Diesel,MSTUART3,1,,131.5,,131.5,131.5,, In Service ,S,,2044,,Existing less Announced Withdrawal, OCGT ,1145,,Feb-24,11/03/2024
 QLD1 ,Existing Plant,Mulgrave Central Mill,MSF Sugar, Turbine - Steam Super Critical ,Renewable Biomass or Waste - Bagasse,,1,9,9,9,9,9,0, In Service ,NS,,,,Existing less Announced Withdrawal, Biomass ,1306,,Sep-22,30/03/2023
 NSW1 ,Project,Mulwala Solar Farm,Mulwala Solar Farm Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar,,19,,1.32,,25,25,, Publicly Announced ,SS,,,,Proposed, Solar ,1998,,May-24,19/03/2024
 QLD1 ,Project,Munna Creek Solar Farm,Munna Creek Solar Farm Investments Pty Ltd as trustee for the Munna Creek Solar Farm Trust, Solar PV - Single axis tracking ,Solar - Solar,,56, -   ,2.75, -   ,154,154,, Anticipated ,SS,Apr-24,2053,,Anticipated, Solar ,1905,,May-24,5/06/2024
 VIC1 ,Existing Plant,Murra Warra Wind Farm - stage 1,Murra Warra Project Co Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,MUWAWF1,61,3.7,3.7,225.7,225.7,225.7,, In Service ,SS,Sep-21,2049,,Existing less Announced Withdrawal, Wind ,1262,,Feb-24,12/03/2024
 VIC1 ,Existing Plant,Murra Warra Wind Farm - stage 2,Murra Warra II Project Co Pty Ltd as Trustee for the Murra Warra II Project Trust, Wind Turbine - Onshore ,Wind - Wind,MUWAWF2,38,,5.5,,209,209,, In Service ,SS,Oct-22,2052,,Existing less Announced Withdrawal, Wind ,1506,,Feb-24,5/06/2024
 VIC1 ,Existing Plant,Murray 1,Snowy Hydro Ltd, Hydro - Dam ,Hydro - Water,MURRAY,10,,95,,950,950,, In Service ,S,,2070,,Existing less Announced Withdrawal, Water ,1147,,Feb-24,13/03/2024
 VIC1 ,Existing Plant,Murray 2,Snowy Hydro Ltd, Hydro - Dam ,Hydro - Water,MURRAY,4,,138,,552,552,, In Service ,S,,2070,,Existing less Announced Withdrawal, Water ,1148,,Feb-24,13/03/2024
 SA1 ,Existing Plant,Murray Bridge - Onkaparinga Pipeline Pump 2,South Australian Water Corporation, Solar PV - Single axis tracking ,Solar - Solar,MBPS2PV1,6,,2.29,,13.74,13.74,, In Service ,SS,Aug-22,2041,,Existing less Announced Withdrawal, Solar ,1853,,Feb-24,18/03/2024
 NSW1 ,Project,Murrumburrah BESS - KCI,FIrm Power P/L, Storage - Battery ,Other - Other,,108,0.93,0.93,100.44,100.44,100.44,0, Publicly Announced ,S,,,,Proposed, Battery Storage ,2715,N00156,,
 VIC1 ,Project,Muskerry Solar Power Station - KCI,Edify Energy Pty Ltd, Solar PV - Fixed ,Solar - Solar,,1,,200,,200,200,, Publicly Announced ,SS,,,,Proposed, Solar ,2775,V00155,,
 TAS1 ,Existing Plant,Musselroe Wind Farm,Musselroe Wind Farm Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,MUSSELR1,56,,3,,168,168,, In Service ,SS,,2050,,Existing less Announced Withdrawal, Wind ,1149,,Feb-24,25/03/2024
 NSW1 ,Project,Muswellbrook PRO BESS ,Penso Power Australia P/L, Storage - Battery ,Other - Other,,1,400,400,400,400,400,0, Publicly Announced ,TBA,,,,Proposed, Battery Storage ,2533,N00124,Jan-24,
 NSW1 ,Project,Muswellbrook Pumped Hydro ,AGL Energy Limited, Hydro - Dam ,Hydro - Water,,1,250,500,250,500, 250.00 - 500.00 ,, Publicly Announced ,S,,,,Proposed, Water ,1697,,May-23,19/03/2024
 NSW1 ,Project,Myrtle Creek Solar Farm,Terrain Solar Pty Ltd , Solar PV - Fixed ,Solar - Solar,,27,3.78,3.78,102.06,102.06,102.06,, Publicly Announced ,SS,,,,Proposed, Solar ,2529,N00120,Jan-24,22/01/2024
 VIC1 ,Project,Naroghid,Alinta Energy Retail Sales Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,,1,100,100,100,100,100,, Publicly Announced ,SS,,,,Proposed, Wind ,1467,,May-23,19/03/2024
 NSW1 ,Project,Narrabri Hybrid Project, Narrabri Genesis Hold Pty Ltd ATF Narrabri Genesis Hold Trust, Solar PV - Single axis tracking ,Solar - Solar,,1,,4.6,,4.6,4.6,, Publicly Announced ,SS,,2062,,Proposed, Solar ,2197,N00059,May-24,3/06/2024
 NSW1 ,Project,Narrabri Hybrid Project, Narrabri Genesis Hold Pty Ltd ATF Narrabri Genesis Hold Trust, Storage - Battery ,Other - Other,,1,3.6,3.6,3.6,3.6,3.6,400, Publicly Announced ,S,Aug-27,2062,,Proposed, Battery Storage ,2197,N00059,May-24,3/06/2024
 NSW1 ,Project,Narrabri South Solar Farm,Canadian Solar, Solar PV - Fixed ,Solar - Solar,,1,50,50,50,50,50,, Publicly Announced ,SS,,,,Proposed, Solar ,1656,,Jan-24,13/07/2022
 NSW1 ,Existing Plant,Narromine Solar Farm,Dubbo Solar Hub Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar,NASF1,4, -   ,2.3, -   ,9.2,9.2,, In Service ,NS,,2042,,Existing less Announced Withdrawal, Solar ,1380,,Mar-22,21/03/2024
 SA1 ,Existing Plant,NAWMA Balefill Site Uleybury,LMS Energy, Reciprocating Engine - Compression ignition ,Renewable Biomass or Waste - Landfill Gas,,1,,1.12,,1.12,1.12,, In Service ,NS,,2037,,Existing less Announced Withdrawal, Biomass ,1544,,Apr-21,4/05/2022
 SA1 ,Existing Plant,NAWMA Balefill Site Uleybury,LMS Energy, Solar PV - Fixed ,Solar - Solar,,46,,0.03,,1.15,1.15,, In Service ,NS,,2037,,Existing less Announced Withdrawal, Solar ,1544,,Apr-21,4/05/2022
 QLD1 ,Project,Nebo BESS,Nebo BESS Pty Ltd, Storage - Battery ,Other - Other,,1,900,900,900,900,900,3600, Publicly Announced ,S,Dec-28,2063,,Proposed, Battery Storage ,2590,Q00117,May-24,5/06/2024
 QLD1 ,Project,Nebo BESS (Baywa),BayWA r.e Projects Australia Pty Ltd, Storage - Battery ,Other - Other,,1,500,500,500,500,500,0, Publicly Announced ,S,,,,Proposed, Battery Storage ,2671,Q00140,,
 NSW1 ,Existing Plant,Nevertire Solar Farm,Nevertire Solar Pty Ltd as Trustee for the Nevertire Solar Trust, Solar PV - Single axis tracking ,Solar - Solar,NEVERSF1,48,,2.18,,104.64,104.64,, In Service ,SS,Jul-20,2049,,Existing less Announced Withdrawal, Solar ,1414,,Feb-24,7/03/2024
 NSW1 ,Existing Plant,New England Solar Farm,ACEN AUSTRALIA, Solar PV - Single axis tracking ,Solar - Solar,NEWENSF1,1,200,200,200,200,200,, In Service ,SS,May-23,2052,,Existing less Announced Withdrawal, Solar ,1854,,May-24,6/06/2024
 NSW1 ,Existing Plant,New England Solar Farm,ACEN AUSTRALIA, Solar PV - Single axis tracking ,Solar - Solar,NEWENSF2,1,200,200,200,200,200,, In Service ,SS,May-23,2052,,Existing less Announced Withdrawal, Solar ,1854,,May-24,6/06/2024
 NSW1 ,Project,New England Solar Farm,ACEN AUSTRALIA, Solar PV - Single axis tracking ,Solar - Solar,NEWENSF1,1,320,320,320,320,320,, Anticipated ,SS,,,,Anticipated, Solar ,1854,,May-24,6/06/2024
 NSW1 ,Project,New England Solar Farm BESS,ACEN RENEWABLES, Storage - Battery ,Other - Other,,1,,150,,150,150,150, Publicly Announced ,S,Dec-25,,,Proposed, Battery Storage ,1893,N00030,May-24,6/06/2024
 NSW1 ,Project,New England Solar Farm BESS,ACEN RENEWABLES, Storage - Battery ,Other - Other,,1, -   ,50, -   ,50,50,50, Anticipated ,S,Dec-26,,,Anticipated, Battery Storage ,1893,N00030,May-24,6/06/2024
 NSW1 ,Project,Newcastle Offshore Wind,Newcastle Offshore Wind Energy Pty Ltd, Wind Turbine - Offshore ,Wind - Wind,,93,,15,,"1,395.00","1,395.00",, Publicly Announced ,SS,,2062,,Proposed, Wind ,1917,,Jan-24,19/03/2024
 VIC1 ,Existing Plant,Newhaven College,TBA, Solar PV - Fixed ,Solar - Solar,,1,,0.24,,0.24,0.24,, In Service ,NS,,,,Existing less Announced Withdrawal, Solar ,2096,,,
 VIC1 ,Existing Plant,Newport,EnergyAustralia Ecogen Pty Ltd, Turbine - Steam Sub Critical ,Fossil - Natural Gas Pipeline,NPS,1,,500,,500,500,, In Service ,S,,2039,,Existing less Announced Withdrawal, Gas other ,1150,,Feb-24,22/02/2024
 NSW1 ,Existing Plant,Nine Network Willoughby,TCN Channel Nine Pty Ltd, Reciprocating Engine - Compression ignition ,Fossil - Diesel,NINEWIL1,1,0.8,1.28,0.8,1.28,1.28,0, In Service ,NS,,,,Existing less Announced Withdrawal, Other ,1293,,Apr-21,22/04/2024
 NSW1 ,Project,Nonowie Wind Farm,Tilt Renewables Australia Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,,1,"1,015.00","1,015.00","1,015.00","1,015.00","1,015.00",, Publicly Announced ,SS,,,,Proposed, Wind ,2650,S00059,,
 QLD1 ,Existing Plant,Normanton Solar Farm,TBA, Solar PV - Single axis tracking ,Solar - Solar,,1,,4.96,,4.96,4.96,, In Service ,NS,,,,Existing less Announced Withdrawal, Solar ,2097,,,
 QLD1 ,Project,North Burnett Renewable Hub - BESS,X-Elio Australia Pty Ltd, Storage - Battery ,Other - Other,,1,720,720,720,720,720,0, Publicly Announced ,S,,,,Proposed, Battery Storage ,2673,Q00141,,
 QLD1 ,Project,North Burnett Renewable Hub - Solar,X-Elio Australia Pty Ltd, Solar PV - Fixed ,Solar - Solar,,1,720,720,720,720,720,, Publicly Announced ,SS,,,,Proposed, Solar ,2672,Q00141,,
 TAS1 ,Project,North East Wind - KCI,ACEN North East Tasmania Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,,175,7.2,7.2,"1,260.00","1,260.00","1,260.00",, Publicly Announced ,TBA,,,,Proposed, Wind ,2390,T00022,Sep-23,
 QLD1 ,Project,North Qld Bio-Energy Plant,North Queensland Bio-Energy Corporation Limited, Turbine - Steam Sub Critical ,Renewable Biomass or Waste - Biomass,,2,5.5,55,11,110, 11.00 - 110.00 ,, Publicly Announced ,S,,2085,,Proposed, Biomass ,1273,,May-24,28/06/2022
 QLD1 ,Project,North Qld Bio-Energy Plant,North Queensland Bio-Energy Corporation Limited, Turbine - Steam Sub Critical ,Renewable Biomass or Waste - Biomass,,1,4,40,4,40, 4.00 - 40.00 ,, Publicly Announced ,NS,,2084,,Proposed, Biomass ,1273,,May-24,28/06/2022
 TAS1 ,Project,Northern Midlands Solar Farm - KCI,Connorville Estates Pty Ltd, Solar PV - Fixed ,Solar - Solar,,69,4.2,4.2,289.8,289.8,289.8,, Publicly Announced ,TBA,,,,Proposed, Solar ,2389,T00021,Jan-24,
 NSW1 ,Project,Northern Tablelands Wind Farm,BORAL, Wind Turbine - Onshore ,Wind - Wind,,1,,8,,8,8,, Publicly Announced ,TBA,,,,Proposed, Wind ,2748,,,4/06/2024
 NSW1 ,Project,Nottingham Park Solar Farm - KCI,NPSF Renewables Pty Ltd, Solar PV - Fixed ,Solar - Solar,,1,210,210,210,210,210,, Publicly Announced ,TBA,,,,Proposed, Solar ,2369,N00097,Sep-23,
 NSW1 ,Project,Novocastrian Offshore Wind Farm,OceanEx Energy, Wind Turbine - Offshore ,Wind - Wind,,1,,"2,000.00",,"2,000.00","2,000.00",, Publicly Announced ,SS,Jan-31,,,Proposed, Wind ,2023,,Jan-24,
 VIC1 ,Project,Nowingi Solar Storage - Solar,Lyon Solar, Solar PV - Single axis tracking ,Solar - Solar,,1,250,250,250,250,250,, Publicly Announced ,SS,,,,Proposed, Solar ,1411,,Sep-23,
 VIC1 ,Project,Nowingi Solar Storage - Storage,Lyon Solar, Storage - Battery ,Other - Other,,1,,80,,80,80,0, Publicly Announced ,S,,,,Proposed, Battery Storage ,2059,,Sep-23,
 NSW1 ,Project,NSW Energy Cluster,Alinta Energy Retail Sales Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,,1,500,500,500,500,500,, Publicly Announced ,SS,,2045,,Proposed, Wind ,1466,,Apr-23,19/03/2024
 NSW1 ,Project,NSW Gas Peaker,AGL Energy Limited, Reciprocating Engine - Compression ignition ,Fossil - Natural Gas,,1,500,500,500,500,500,, Publicly Announced ,S,,,,Proposed, Gas other ,1617,,Apr-23,6/03/2024
 VIC1 ,Existing Plant,Numurkah Solar Farm,Numurkah Solar Farm Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar,NUMURSF1,37,0.02,1.81,0.63,66.79,66.79,, In Service ,SS,Aug-19,2044,,Existing less Announced Withdrawal, Solar ,1461,,Feb-24,23/02/2024
 VIC1 ,Existing Plant,Numurkah Solar Farm,Numurkah Solar Farm Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar,NUMURSF2,19,0.02,1.81,0.32,34.3,34.3,, In Service ,SS,Aug-19,2044,,Existing less Announced Withdrawal, Solar ,1461,,Feb-24,23/02/2024
 VIC1 ,Project,Nyaninyuk Wind Farm,Acciona Energy, Wind Turbine - Onshore ,Wind - Wind,,53,,5.7,,302.1,302.1,, Publicly Announced ,SS,,,,Proposed, Wind ,2508,,Sep-23,4/06/2024
 NSW1 ,Existing Plant,Nyngan Solar Plant,PARF Company 6 Pty Limited, Solar PV - Fixed ,Solar - Solar,NYNGAN1,77,,1.33,,102.03,102.03,, In Service ,SS,,2042,,Existing less Announced Withdrawal, Solar ,1323,,Feb-24,8/03/2024
 QLD1 ,Existing Plant,Oakey 2 Solar Farm,RE Oakey Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar,OAKEY2SF,26, -   ,2.14, -   ,55.64,55.64,, In Service ,SS,Apr-22,2049,,Existing less Announced Withdrawal, Solar ,1591,,Feb-24,15/03/2024
 QLD1 ,Existing Plant,Oakey Power Station,Oakey Power Holdings Pty Ltd, Turbine - OCGT ,Fossil - Natural Gas Pipeline,OAKEY1,1,,173,,173,173,, In Service ,S,,2050,,Existing less Announced Withdrawal, OCGT ,1433,,Feb-24,12/03/2024
 QLD1 ,Existing Plant,Oakey Power Station,Oakey Power Holdings Pty Ltd, Turbine - OCGT ,Fossil - Natural Gas Pipeline,OAKEY2,1,,173,,173,173,, In Service ,S,,2050,,Existing less Announced Withdrawal, OCGT ,1433,,Feb-24,12/03/2024
 QLD1 ,Existing Plant,Oakey Solar Farm,Oakey1 Asset Co Pty Ltd, Solar PV - Fixed ,Solar - Solar,OAKEYSF1,1,25,25,25,25,25,, In Service ,SS,Aug-19,2043,,Existing less Announced Withdrawal, Solar ,1386,,Feb-24,20/03/2024
 VIC1 ,Existing Plant,Oaklands Hill Wind Farm,Oaklands Hill Wind farm pty ltd, Wind Turbine - Onshore ,Wind - Wind,OAKLAND1,32,,2.1,,67.2,67.2,, In Service ,SS,,2037,,Existing less Announced Withdrawal, Wind ,1152,,Feb-24,8/03/2024
